Property Link,Property Name,Property Status,Type,Address,City,State,Zip,Tenant(s),Lease Term,Remaining Term,SqFt,Lot Size,Units,Price/Unit,NOI,Cap Rate,Asking Price,Price/SqFt,Price/Acre,Days on Market,Opportunity Zone,Longitude,Latitude
https://www.crexi.com/properties/1021998/new-york-208216-king-st,King St. TOD Project - Opportunity Zone QOZ tax incentive,On-Market,Multifamily,208 and 216 King St,Port Chester,NY,10573,,,,247874.0,,185.0,,,,,,,1015.0,Yes,-73.6642212,41.0041578
https://www.crexi.com/properties/2167658/new-york-260-264-clinton-ave-kingston,Fully Leased  Unregulated  32 Unit SRO,On-Market,Multifamily,260-264 Clinton Ave,Kingston,NY,12401,,,,10000.0,0.52,32.0,93593.75,317840.0,10.61,2995000.0,0.0,5759615.38461538,38.0,Yes,-74.0165526155096,41.9334602162017
https://www.crexi.com/properties/2165453/new-york-sha-wan-ga-valley-airport-bloomingburg-ny,"Sha-Wan-Ga Valley Airport ... Bloomingburg, NY",On-Market,"Industrial, Land, Mixed Use, Multifamily, Office",269 Stone Schoolhouse Rd,Bloomingburg,NY,12721,Multi,,,24000.0,37.0,10.0,,,,,,,42.0,No,-74.3999833,41.5703581
https://www.crexi.com/properties/1828115/new-york-prime-investment---storefront-two-residential-incomes,PRIME INVESTMENT - Storefront  TWO Residential Incomes,On-Market,"Mixed Use, Multifamily, Retail",135 Union St,Montgomery,NY,12549,Multi,,,3228.0,0.28,3.0,,,,1249999.0,387.236369268897,4464282.14285714,219.0,No,-74.2422934235193,41.5212437656338
https://www.crexi.com/properties/1889753/new-york-191-plains-road,191 Plains Road,On-Market,Multifamily,191 Plains Rd,Walden,NY,12586,,,,3176.0,1.5,3.0,,,,1300000.0,409.319899244332,866666.666666667,192.0,No,-74.1428284,41.5848665
https://www.crexi.com/properties/2214011/new-york-181-glenerie-boulevard,181 Glenerie Boulevard,On-Market,Multifamily,181 Glenerie Boulevard,Ulster,NY,12477,,,,,0.5456,7.0,,78007.0,,1100000.0,,2016129.03225806,3.0,No,-73.9876596,42.0157139
https://www.crexi.com/properties/1991663/new-york-vineyard-avenue,Vineyard Avenue,On-Market,"Industrial, Mixed Use, Multifamily, Self Storage, Senior Living",157 Vineyard Avenue,Highland,NY,12528,Multi,1.0,1.0,84000.0,2.9,,,220000.0,,2900000.0,34.5238095238095,1000000.0,109.0,No,-73.972338,41.7133214
https://www.crexi.com/properties/1669819/new-york-the-jewel-house-rustic-retreat,The Jewel House  Rustic Retreat,On-Market,"Hospitality, Multifamily",103 Carney Rd,Ulster Park,NY,12487,,,,8800.0,3.2,3.0,,138916.0,5.67,2450000.0,278.409090909091,765625.0,395.0,No,-74.0250702470494,41.8505613084207
https://www.crexi.com/properties/1541577/new-york-monticello-cresent-luxury-townhomes,Monticello Cresent Luxury Townhomes,On-Market,Multifamily,Henri Pl,Monticello,NY,12701,,,,1090.0,15.12,187.0,37427.81,,,6999000.0,6421.1,462896.825396825,507.0,No,-74.7005088091157,41.6595135570687
https://www.crexi.com/properties/1583864/new-york-fishkill-ny-estate-property---development-opportuntiy,Fishkill NY Estate Property - Development Opportunity,On-Market,Multifamily,62 Old Glenham Rd,Glenham,NY,12527,,,,9396.0,22.26,4.0,450000.0,0.0,0.0,1800000.0,191.57,80862.5336927224,463.0,No,-73.9355657898678,41.519554256324
https://www.crexi.com/properties/1959892/new-york-auto-bodymixed-use,Auto BodyMixed Use,On-Market,"Industrial, Multifamily",13 Edgemont Road,Katonah,NY,10536,,,,4500.0,,5.0,,,,3200000.0,711.111111111111,,129.0,No,-73.6845819808366,41.2601141650767
https://www.crexi.com/properties/839567/new-york-11-main,11 Main,On-Market,"Mixed Use, Multifamily, Retail",11 Main St,Kingston,NY,12401,Multi,,20.0,6000.0,,5.0,,,5.67,1450000.0,241.666666666667,,1225.0,Yes,-74.0170403568491,41.9331912032425
https://www.crexi.com/properties/1157033/new-york-parrino-greenhouse-nursery,Parrino Greenhouse  Nursery Facility,On-Market,"Hospitality, Land, Mixed Use, Multifamily, Retail",178 Charles Colman Blvd,Pawling,NY,12564,Vacant,,,17000.0,4.0,,,220000.0,16.3,1350000.0,79.41,337500.0,864.0,No,-73.5998829952775,41.5711003065686
https://www.crexi.com/properties/885602/new-york-sturgis-road-next-to-short-line-bus-terminal,Sturgis road next to Short line bus terminal,On-Market,"Multifamily, Office",Sturgis Rd,Monticello,NY,12701,,,,,4.1,5.0,70000.0,,,350000.0,,85365.8536585366,1155.0,No,-74.6938508647468,41.6599757173891
https://www.crexi.com/properties/1406199/new-york-kensico-commons,Kensico Commons,On-Market,Multifamily,108 N Kensico Ave,White Plains,NY,10604,,,,,0.58,16.0,,,5.6,8295000.0,,14301724.137931,643.0,No,-73.7602427,41.0419049
https://www.crexi.com/properties/913521/new-york-the-clove-houses,The Clove Houses,On-Market,Multifamily,Stoney Clove Rd,Hunter,NY,12442,,,,4500.0,2.75,3.0,533333.33,200000.0,12.5,1600000.0,355.56,581818.181818182,1115.0,No,-74.1827016629752,42.1921552902857
https://www.crexi.com/properties/2188296/new-york-238-lakeview-drive-road,238 Lakeview Drive Road,On-Market,Multifamily,238 Lakeview Drive Road,Highland,NY,12743,,,,,1.6,8.0,,,,1575000.0,,984375.0,22.0,No,-74.8425436,41.5327168
https://www.crexi.com/properties/1744863/new-york-mountain-view,Mountain View,On-Market,Multifamily,3586 NY-32,Saugerties,NY,12477,,,,7200.0,4.5,6.0,175000.0,,7.7,1050000.0,145.83,233333.333333333,281.0,No,-73.99834561,42.13130282
https://www.crexi.com/properties/1988514/new-york-18-stagecoach-trail,18 Stagecoach Trail,On-Market,"Hospitality, Multifamily, Special Purpose",18 Stagecoach Trail,Amenia,NY,12501,,,,7408.0,4.3,4.0,,,,,,,112.0,No,-73.5497581,41.8470189
https://www.crexi.com/properties/1985134/new-york-st-james-street,St James Street,On-Market,Multifamily,58 St James St,Kingston,NY,12401,,,,7776.0,0.33,17.0,,,9.4,2000000.0,257.201646090535,6060606.06060606,113.0,Yes,-74.0133173,41.9310588
https://www.crexi.com/properties/1000373/new-york-127133-old-route-9,127-133 Old Route 9,On-Market,Multifamily,127-133 Old Route 9,Fishkill,NY,12524,,,,4415.0,3.54,4.0,,,,1200000.0,271.8,338983.050847458,1055.0,No,-73.90276,41.550135
https://www.crexi.com/properties/1827468/new-york-24-washington-lake-rd,24 Washington Lake Rd,On-Market,"Retail, Multifamily",24 Washington Lake Rd,Yulan,NY,12732,Multi,,,11600.0,8.0,3.0,,,,1799999.0,155.172327586207,224999.875,218.0,No,-74.8624092,41.5739881
https://www.crexi.com/properties/2171911/new-york-238-lakeview-drive-road,238 Lakeview Drive Road,On-Market,Multifamily,238 Lake View Dr,Highland Lake,NY,12743,,,,69696.0,1.6,8.0,196875.0,,,1575000.0,22.6,984375.0,34.0,No,-74.8425436,41.5327168
https://www.crexi.com/properties/2033520/new-york-137-lindsey-avenue,137 Lindsey Avenue,On-Market,"Retail, Multifamily, Mixed Use, Land",137 Lindsey Ave,Buchanan,NY,10511,,,,19223.0,0.441,,,,,249000.0,12.9532331061749,564625.850340136,86.0,No,-73.9351404,41.259095
https://www.crexi.com/properties/1950069/new-york-175-liberty-streetnewburgh,175 Liberty Street,On-Market,Multifamily,175 Liberty St,Newburgh,NY,12550,,,,2430.0,0.11,2.0,,,,699000.0,287.654320987654,6354545.45454545,140.0,Yes,-74.0108817,41.501601
https://www.crexi.com/properties/2178935/new-york-4-grand-st,4 Grand St,On-Market,Multifamily,4 Grand St,Newburgh,NY,12550,,,,3360.0,0.45,3.0,,,,849000.0,252.68,1886666.66666667,29.0,No,-74.0096878,41.4984838
https://www.crexi.com/properties/1501369/new-york-mixed-use-in-walden,Mixed Use in Walden,On-Market,"Mixed Use, Multifamily, Retail",1 Main St,Walden,NY,12586,Multi,,,3750.0,,4.0,,,,669900.0,178.64,,562.0,No,-74.1873031,41.560536
https://www.crexi.com/properties/1988164/new-york-95-green-st-kingston,95 Green St Kingston,On-Market,Multifamily,95 Green St,Kingston,NY,12401,,,,,,14.0,106071.43,,,1485000.0,,,113.0,Yes,-74.0209275,41.9322295
https://www.crexi.com/properties/1661469/new-york-1102-1106-main-street,1102-1106 Main Street,On-Market,"Mixed Use, Multifamily, Retail",1102-1106 Main St,Peekskill,NY,10566,,,,27000.0,,23.0,,,8.5,2000000.0,74.0740740740741,,407.0,Yes,-73.917011,41.292148
https://www.crexi.com/properties/2033527/new-york-39-terrace-avenue,39 Terrace Avenue,On-Market,Multifamily,39 Terrace Avenue,Ossining,NY,10562,,,,2380.0,0.2,3.0,,,,875000.0,367.647058823529,4375000.0,86.0,No,-73.8570178,41.1687532
https://www.crexi.com/properties/2207585/new-york-2-courtney-avenue,2 Courtney Avenue,On-Market,Multifamily,2 Courtney Avenue,Newburgh (City),NY,12550,,,,4091.0,0.114,6.0,270833.0,123170.0,5.5,1625000.0,397.213395257883,14254385.9649123,8.0,No,-74.0099662,41.4924304
https://www.crexi.com/properties/2214921/new-york-fairview-commons,Fairview Commons,On-Market,Multifamily,34-36 Fairview Ave,Hudson,NY,12534,,,,12600.0,0.28,12.0,249583.33,223246.0,7.45,2995000.0,237.7,10696428.5714286,1.0,Yes,-73.7716192,42.2485358
https://www.crexi.com/properties/990076/new-york-rhinebeck-former-school---hudson-valley---amtrak-to-penn,Residential Conversion - 10 Apartments  4 Building Lots,On-Market,Multifamily,6 Mulberry St,Rhinebeck,NY,12572,Vacant,,,15554.0,,,,,,3500000.0,225.02,,1068.0,No,-73.907376,41.92639225
https://www.crexi.com/properties/1957426/new-york-247-n-middletown-road-pearl-river-ny,"247 N Middletown Road, Pearl River NY",On-Market,"Multifamily, Office","247 N Middletown Road,",$ 1350.000.00,NY,10965,,,,3904.0,,,,,,1300000.0,332.991803278689,,133.0,No,-74.0129992,41.0684726
https://www.crexi.com/properties/1713545/new-york-prime-commercial-investment-opportunity,4 Commercial  10 Residential Units  Dedicated Parking Lot,On-Market,"Hospitality, Mixed Use, Multifamily, Retail",83 Main St,Dobbs Ferry,NY,10522,,,,19449.0,0.4,14.0,,,7.5,5700000.0,293.074194045966,14250000.0,343.0,No,-73.8759268,41.0145138
https://www.crexi.com/properties/1336313/new-york-172-airport-road,MOTEL -- 12 Rooms  Mgr.,On-Market,"Multifamily, Hospitality",172 Airport Rd,Eldred,NY,12792,,,,0.0,,26.0,,,0.0,1195000.0,,,676.0,No,-74.9354909,41.5178244
https://www.crexi.com/properties/1923523/new-york-investment-property---hudson-river-village,Investment Property - Hudson River Village,On-Market,"Multifamily, Retail",3289 Franklin Ave,Millbrook,NY,12545,,,,,,7.0,,,,1595000.0,,,162.0,No,-73.6932488,41.7855541
https://www.crexi.com/properties/1900323/new-york-59-clinton-avenue-monticello-new-york-12701,"59 Clinton Avenue, Monticello, New York 12701",On-Market,Multifamily,59 Clinton Ave,Monticello,NY,12701,,,,6098.0,,,,,,389000.0,63.7914070186947,,178.0,No,-74.6859696,41.6493851
https://www.crexi.com/properties/1713582/new-york-exceptional-mixed-use-investment-opportunity,Exceptional Mixed-Use Investment Opportunity,On-Market,"Mixed Use, Multifamily, Retail",91 Main St,Dobbs Ferry,NY,10522,,,,,,,,,,,,,343.0,No,-73.8757426,41.0147177
https://www.crexi.com/properties/1958358/5-rental-units-plus-bar-restaurant-opportunity,5 Rental Units Plus Bar-Restaurant Opportunity,On-Market,"Hospitality, Multifamily",64 N Main Street,Liberty,,12754,,,,6916.0,,6.0,,,,675000.0,97.5997686524002,,130.0,No,-74.7467484,41.8004281
https://www.crexi.com/properties/2193089/new-york-catskills-creekside-chalet,Catskills Creekside Chalet,On-Market,Multifamily,8643 NY-28,Big Indian,NY,12410,,,,3968.0,1.7,2.0,,,,779000.0,196.320564516129,458235.294117647,0.0,No,-74.4586903,42.1185971
https://www.crexi.com/properties/1923759/new-york-74-wildey-street,74 Wildey Street,On-Market,Multifamily,74 Wildey St,Tarrytown,NY,10591,,,,6500.0,0.07,6.0,215833.33,92255.0,7.12,1295000.0,199.230769230769,18500000.0,162.0,No,-73.8612471887527,41.0800272578065
https://www.crexi.com/properties/2159080/new-york-3-birch-st,3 Birch St,On-Market,Multifamily,3 Birch St,Middletown,NY,10940,,,,600.0,,1.0,,,,94000.0,156.666666666667,,51.0,No,-74.4936196,41.4877428
https://www.crexi.com/properties/1917241/new-york-union-hill,Union Hill,On-Market,"Mixed Use, Multifamily",24 W Union St,Kingston,NY,12401,,,,7174.0,0.57,9.0,,,10.0,895000.0,124.756063562866,1570175.43859649,170.0,Yes,-73.9847935,41.918566
https://www.crexi.com/properties/2144300/new-york-67-71-73-little-york-road,67-71-73 Little York Road,On-Market,Multifamily,67-71-73 Little York Road,Warwick (Town),NY,10990,,,,20964.0,31.3,11.0,,,,2495000.0,119.013547033009,79712.4600638978,61.0,No,-74.4463114,41.2893538
https://www.crexi.com/properties/1669932/new-york-141-ulster-ave,141 Ulster Ave,On-Market,"Mixed Use, Multifamily, Retail",141 Ulster Ave,Saugerties,NY,12477,,,,,0.031,,,,,1800000.0,,58064516.1290323,395.0,No,-73.9601598,42.0809894
https://www.crexi.com/properties/1822055/new-york-hunter-villa,HUNTER VILLA,On-Market,"Hospitality, Industrial, Multifamily, Office, Retail",4858 NY-32,Catskill,NY,12414,,,,1289376.0,29.6,,,,,6500000.0,5.0411982230164,219594.594594595,226.0,No,-73.9808909,42.2079666
https://www.crexi.com/properties/1293707/new-york-38-s-franklin-st,38 S Franklin St,On-Market,"Mixed Use, Multifamily, Retail",38 S Franklin St,Nyack,NY,10960,,,,5357.0,0.09,4.0,,,,1100000.0,243.0,12222222.2222222,716.0,No,-73.9220507,41.0899763
https://www.crexi.com/properties/1458145/new-york-britman-apartments-car-lot,Britman Apartments  Commercial OfficeCarLotMore,On-Market,Multifamily,10 Britman Rd,Mongaup Valley,NY,12762,,,,6000.0,1.0,5.0,139000.0,,0.0,695000.0,115.83,695000.0,565.0,No,-74.8054729,41.6748429
https://www.crexi.com/properties/2181478/new-york-the-jewel-of-andes-ny,The Jewel of Andes NY,On-Market,"Hospitality, Mixed Use, Multifamily, Office, Retail",55 Main St,Andes,NY,13731,,,,,,2.0,,,,685500.0,,,29.0,No,-74.7850103,42.1895284
https://www.crexi.com/properties/1921258/new-york-developable-general-business-land,Developable General Business Land,On-Market,"Land, Mixed Use, Multifamily, Retail, Senior Living",895 NY-52,Fishkill,NY,12524,,,,,5.54,,,,,5000000.0,,902527.075812274,164.0,No,-73.926473,41.5245
https://www.crexi.com/properties/2161835/new-york-190-butrick-road,190 Butrick Road,On-Market,Multifamily,190 Butrick Rd,Ferndale,NY,12734,,,,,2.08,4.0,,,,584999.0,,281249.519230769,43.0,No,-74.764517,41.729074
https://www.crexi.com/properties/1699965/new-york-liberty-plaza,Liberty Plaza,On-Market,Multifamily,500 Commerce St,Hawthorne,NY,10532,,,,37230.0,,16.0,,,,11500000.0,308.890679559495,,351.0,No,-73.7923821,41.1129014
https://www.crexi.com/properties/1808878/new-york-christinas-restaurant,Christina's Restaurant,On-Market,"Multifamily, Retail",812 Ulster Ave,Kingston,NY,12401,,,,8449.0,1.1,3.0,,,,1350000.0,159.782222748254,1227272.72727273,240.0,No,-73.9939527,41.952565
https://www.crexi.com/properties/2213735/new-york-main-street-multi-famly-hurleyville-ny,239 Main Street,On-Market,Multifamily,239 Main St,Hurleyville,NY,12747,,,,4144.0,0.47,3.0,,,,364999.0,88.0789092664093,776593.617021277,2.0,No,-74.6740183,41.7375523
https://www.crexi.com/properties/1822991/new-york-511-gardnertown-road-newburgh-ny,"511 Gardnertown Road, Newburgh, NY",On-Market,"Land, Multifamily",511 Gardnertown Rd,Newburgh,NY,12550,,,,,10.1,130.0,,,,1450000.0,,143564.356435644,225.0,No,-74.0731207,41.5341043
https://www.crexi.com/properties/1979439/new-york-54-eldred-yulan-chaim,54 Eldred Yulan Chaim,On-Market,Multifamily,54 Eldred-Yulan Rd,Eldred,NY,12732,,,,4080.0,6.54,6.0,,60940.0,6.96,850000.0,208.333333333333,129969.418960245,120.0,No,-74.8938652406047,41.527679309296
https://www.crexi.com/properties/1981377/new-york-48-loomis-village-road,48 Loomis Village Road,On-Market,Multifamily,48 Loomis Village Road,Liberty,NY,12754,,,,10054.0,1.61,7.0,,,,1150000.0,114.3823353889,714285.714285714,118.0,No,-74.7875793,41.7968074
https://www.crexi.com/properties/2200773/new-york-prime-608-acre-development-parcel,Prime 6.08 Acre Development Parcel,On-Market,"Land, Multifamily, Senior Living",105 Pomander Drive / Dobbs Ferry Road,White Plains,NY,10607,,,,,6.0,,,,,2695000.0,,449166.666666667,9.0,No,-73.8147016999314,41.0358440868251
https://www.crexi.com/properties/2214010/new-york-30-lamb-avenue,30 Lamb Avenue,On-Market,Multifamily,30 Lamb Avenue,Saugerties,NY,12477,,,,,1.4,22.0,,314955.0,7.5,4200000.0,,3000000.0,3.0,No,-73.9592476,42.0574649
https://www.crexi.com/properties/2159917/new-york-75-deer-trl-n,75 Deer Trl N,On-Market,Multifamily,75 Deer Trl N,Greenwood Lake,NY,10925,,,,556.0,,1.0,,,,149000.0,267.985611510791,,50.0,No,-74.3107606,41.2124508
https://www.crexi.com/properties/1554916/new-york-potential-development-w-in-place-income-poughkeepsie-cbd,Potential Development w In-place Income Poughkeepsie CBD,On-Market,"Land, Mixed Use, Multifamily, Retail",355 Mill St,Poughkeepsie,NY,12601,Multi,,,10227.0,0.97,,,121600.0,6.95,1750000.0,171.12,1804123.71134021,497.0,No,-73.9226934198079,41.7034938161224
https://www.crexi.com/properties/2156855/new-york-mongaup-valley-airbnb,Mongaup Valley AirBNB,On-Market,Multifamily,670 Creamery Rd,Mongaup Valley,NY,12762,,,,,,2.0,,,,925000.0,,,53.0,No,-74.78665,41.68193
https://www.crexi.com/properties/1962672/new-york-443-davos-rd,443 Davos Rd,On-Market,Multifamily,443 Davos Rd,Fallsburg,NY,12789,,,,5432.0,18.8,,,,,1450000.0,266.936671575847,77127.6595744681,106.0,No,-74.576512,41.7028604
https://www.crexi.com/properties/2209812/new-york-2452-state-route-207-campbell-hall-new-york-10916,"2452 State Route 207, Campbell Hall, New York 10916",On-Market,"Mixed Use, Multifamily, Retail",2452 NY-207,Campbell Hall,NY,10916,,,,,,3.0,,77993.0,7.81,998000.0,,,4.0,No,-74.2110346,41.4559789
https://www.crexi.com/properties/1964268/new-york-123-3rd-street,123 3rd Street,On-Market,Multifamily,123 3rd St,Newburgh,NY,12550,,,,5660.0,0.03,8.0,124999.88,130064.0,13.01,999999.0,176.68,33333300.0,123.0,Yes,-74.0535126,41.5306113
https://www.crexi.com/properties/1725257/new-york-5-13-academy-st,5-13 Academy St,On-Market,"Mixed Use, Multifamily",5 Academy St,Poughkeepsie,NY,12601,,,,,,12.0,,209156.0,9.19,2275000.0,,,324.0,Yes,-73.9256259,41.7024305
https://www.crexi.com/properties/2157852/new-york-16-marion-ave---cold-spring,16 Marion Ave - Cold Spring,On-Market,Multifamily,14 Marion Ave,Cold Spring,NY,10516,,,,11796.0,0.18,8.0,243750.0,92000.0,,1950000.0,165.31,10833333.3333333,52.0,No,-73.9516291,41.4174512
https://www.crexi.com/properties/2036583/new-york-81---83-william-street,81 - 83 William Street,On-Market,Multifamily,81 - 83 William Street,Newburgh (City),NY,12550,,,,7568.0,0.0918,6.0,,,,750000.0,99.1014799154334,8169934.64052287,87.0,No,-74.0160865,41.4967981
https://www.crexi.com/properties/1919190/new-york-61-haseco-ave,61 Haseco Ave,On-Market,Multifamily,61 Haseco Ave,Port Chester,NY,10573,,,,2348.0,,2.0,,,,699000.0,319.0,,166.0,Yes,-73.6680936,41.0054338
https://www.crexi.com/properties/2161838/new-york-111-chestnut-street,111 Chestnut Street,On-Market,Multifamily,111 Chestnut St,Liberty,NY,12754,,,,3772.0,0.28,4.0,,,,339999.0,90.1375927889714,1214282.14285714,43.0,No,-74.7510116,41.7995532
https://www.crexi.com/properties/1767966/new-york-post-road,Post Road,On-Market,"Mixed Use, Multifamily",199-201 E Post Rd,White Plains,NY,10601,Multi,,,33740.0,,19.0,,,,10500000.0,311.2,,255.0,No,-73.7635395451243,41.0300693810081
https://www.crexi.com/properties/1635309/new-york-two-commercial-lots-equaling-over-184-acres,Two Commercial Lots Equaling Over 1.84 ACRES,On-Market,"Mixed Use, Multifamily",56 Roa Hook Rd,Cortlandt,NY,10567,,,,,,,,,,4000000.0,,,375.0,No,-73.9318718,41.302698
https://www.crexi.com/properties/1658596/new-york-151-plattekill-rd,Elegant Hudson Valley Property,On-Market,"Hospitality, Multifamily, Special Purpose",151 Plattekill Rd,Marlboro,NY,12542,,,,7500.0,21.0,,,,,3200000.0,426.666666666667,152380.952380952,411.0,No,-74.0031782,41.6026774
https://www.crexi.com/properties/2164403/new-york-17-new-street-catskill-ny-12414,"17 New Street, Catskill, NY 12414",On-Market,Multifamily,17 New St,Catskill,NY,12414,,,,4070.0,0.21,4.0,,,,899000.0,220.884520884521,4280952.38095238,43.0,No,-73.8644384229709,42.2207953025039
https://www.crexi.com/properties/1549027/new-york-gardena-hotel-project,1952 Commerce St,On-Market,Multifamily,1952 Commerce St,Yorktown Heights,NY,10598,,,,2400.0,,3.0,449666.67,,,1349000.0,562.08,,504.0,No,-73.7810004,41.2754063
https://www.crexi.com/properties/1702955/new-york-hudson-valley-winery-development-site,Hudson Valley Winery Development Site,On-Market,"Hospitality, Land, Mixed Use, Multifamily, Retail",200 Blue Point Rd,Highland,NY,12528,,,,1000000.0,,,,,,24500000.0,24.5,,346.0,No,-73.9497393,41.6884392
https://www.crexi.com/properties/2171001/new-york-44-e-market-st,44 E Market St,On-Market,"Multifamily, Office",44 E Market St,Red Hook,NY,12571,,,,3500.0,0.67,3.0,,,,450000.0,128.571428571429,671641.791044776,34.0,No,-73.8723376,41.9945563
https://www.crexi.com/properties/1844134/new-york-hudson-place-at-overlook-farms,Hudson Place at Overlook Farms,On-Market,"Land, Multifamily, Retail",5417 Rte 9W,Newburgh,NY,12550,,,,,31.02,,,,,6000000.0,,193423.597678917,205.0,No,-73.9967172547647,41.5668659889107
https://www.crexi.com/properties/2035017/new-york-121-montgomery-st,121 Montgomery St,On-Market,Multifamily,121 Montgomery St,Newburgh,NY,12550,,,,2672.0,0.07,2.0,,,,625000.0,233.907185628743,8928571.42857143,86.0,Yes,-74.0078148,41.5061686
https://www.crexi.com/properties/2033549/new-york-136-hudson-avenue,136 Hudson Avenue,On-Market,Multifamily,136 Hudson Ave,Peekskill,NY,10566,,,,2070.0,0.129,2.0,,,,699000.0,337.68115942029,5418604.65116279,86.0,No,-73.9276119,41.2857484
https://www.crexi.com/properties/2214013/new-york-328-330-main-street,328-330 Main Street,On-Market,Multifamily,328-330 Main Street,Poughkeepsie,NY,12601,,,,,0.12,8.0,,,,1450000.0,,12083333.3333333,3.0,Yes,-73.9261680015277,41.7030764840239
https://www.crexi.com/properties/2161823/new-york-2265-state-route-17k,2265 State Route 17k,On-Market,"Multifamily, Industrial",2265 State Route 17k,Montgomery,NY,12549,,,,31250.0,8.3,3.0,,,,7499999.0,239.999968,903614.337349397,43.0,No,-74.3178022,41.5338826
https://www.crexi.com/properties/1931830/new-york-osborn-manors,Osborn Manors,On-Market,Multifamily,300 Broadway,Dobbs Ferry,NY,10522,,,,,9.54,78.0,,,0.0,,,,151.0,No,-73.8743413,41.0128509
https://www.crexi.com/properties/638900/new-york-15-western-ave-marlboro-ny,15 Western Ave. Marlboro NY,On-Market,Multifamily,15 Western Ave,Marlboro,NY,12542,,,,5538.0,,,,51595.0,4.69,1100000.0,198.63,,1554.0,No,-73.9725684,41.6056591
https://www.crexi.com/properties/1726537/new-york-5147-state-route-213-olivebridge-ny-12461-5623,"5147 State Route 213, Olivebridge, NY 12461-5623",On-Market,"Retail, Multifamily, Office, Mixed Use",5147 NY-213,Olivebridge,NY,12461,,,,3352.0,0.79,,,,,469000.0,139.91646778043,593670.886075949,318.0,No,-74.2158865,41.9279614
https://www.crexi.com/properties/1293714/new-york-65-s-greenbush-rd,65 S Greenbush Rd,On-Market,"Multifamily, Land",65 S Greenbush Rd,West Nyack,NY,10994,,,,,1.4,7.0,,,,1600000.0,,1142857.14285714,716.0,No,-73.9480828,41.0884269
https://www.crexi.com/properties/1418322/new-york-ricciardella-estates,Ricciardella Estates,On-Market,Multifamily,702 Saw Mill River Rd,Yorktown Heights,NY,10598,,,,,1.0,3.0,781000.0,140600.0,6.0,2343000.0,,2343000.0,625.0,No,-73.7823044189228,41.2332189741356
https://www.crexi.com/properties/2162882/new-york-128-132,128-132,On-Market,Multifamily,128 High Avenue,Clarkstown,NY,10960,,,,12641.0,0.57,16.0,,,,4500000.0,355.984494897556,7894736.84210526,46.0,No,-73.9222877862608,41.0927140919816
https://www.crexi.com/properties/1914730/new-york-fiddlers-green,Fiddlers Green,On-Market,"Land, Multifamily",South Street,Goshen,NY,10924,,,,,96.5,178.0,,,,6900000.0,,71502.5906735751,172.0,No,-74.3235826683274,41.3930618907274
https://www.crexi.com/properties/1918948/new-york-19-orchard-st,19 Orchard St,On-Market,"Multifamily, Office",19 Orchard St,Walden,NY,12586,,,,2410.0,0.78,,,,,350000.0,145.228215767635,448717.948717949,167.0,No,-74.1883165,41.5602298
https://www.crexi.com/properties/1883714/new-york-saugerties-high-density-residential,Saugerties  High Density Residential,On-Market,"Land, Multifamily",2066 NY-32,Saugerties,NY,12477,,,,,13.6,,,,,,,,197.0,No,-73.9550037,42.0359063
https://www.crexi.com/properties/2161836/new-york-57-clinton-avenue,57 Clinton Avenue,On-Market,Multifamily,57 Clinton Ave,Monticello,NY,12701,,,,,0.241,2.0,,,,389999.0,,1618253.1120332,43.0,No,-74.6858162,41.6493145
https://www.crexi.com/properties/1745624/new-york-156-mount-zion-rd-marlboro-ny,"156 Mount Zion Rd, Marlboro, NY",On-Market,"Land, Mixed Use, Multifamily, Special Purpose",156 Mt Zion Rd,Marlboro,NY,12542,,,,2700.0,7.1,,,,,925000.0,342.592592592593,130281.690140845,280.0,No,-74.0145968,41.6238182
https://www.crexi.com/properties/1673744/new-york-25-cedar-street-6-units,4 Units Dobbs Ferry Village,On-Market,Multifamily,25 Cedar St,Dobbs Ferry,NY,10522,,,,,,4.0,,,7.95,1250000.0,,,389.0,No,-73.8717463,41.0152595
https://www.crexi.com/properties/1684890/new-york-york-castle,York Castle,On-Market,Multifamily,422 York St,Saugerties,NY,12477,,,,6788.0,,2.0,487500.0,60000.0,,975000.0,143.64,,366.0,No,-73.9331347,42.0937874
https://www.crexi.com/properties/1739450/new-york-7742-main-st-hunter-ny-12442,"7742 Main St, Hunter, NY 12442",On-Market,"Mixed Use, Multifamily, Special Purpose",7742 Main St,Hunter,NY,12442,,,,9210.0,1.0,,,,,995000.0,108.034744842562,995000.0,291.0,No,-74.2084550718684,42.2079823451735
https://www.crexi.com/properties/2167321/new-york-hidden-cove-on-the-hudson,Hidden Cove on the Hudson,On-Market,Multifamily,36 N Water St,Ossining,NY,10562,,,,192000.0,,137.0,,,,5700000.0,29.6875,,39.0,No,-73.8695182,41.1664234
https://www.crexi.com/properties/956653/new-york-four-family-residence-for-sale,Four Family Residence For Sale,On-Market,Multifamily,13 N Hamilton St,Poughkeepsie,NY,12601,,,,3200.0,,4.0,149750.0,,,599000.0,187.19,,1089.0,Yes,-73.92308129,41.7029366
https://www.crexi.com/properties/1958827/new-york-5-baker-st-mohegan-lake-ny-10547-1771,"5 Baker St, Mohegan Lake, NY 10547-1771",On-Market,Multifamily,5 Baker St,Mohegan Lake,NY,10547,,,,,1.3,,,170909.0,5.89,2899999.0,,2230768.46153846,130.0,No,-73.866343,41.3144107
